fpr,tpr,threshold
0.0,0.1405,0.99996936
0.0,0.1406,0.99996924
0.0,0.1408,0.9999691
0.0,0.1417,0.99996877
0.0,0.1419,0.9999685
0.0,0.1425,0.9999683
0.0,0.1426,0.99996793
0.0,0.1432,0.99996746
0.0,0.1438,0.9999671
0.0,0.1441,0.99996674
0.0,0.1447,0.9999665
0.0,0.1448,0.9999664
0.0,0.1451,0.99996626
0.0,0.1453,0.99996614
0.0,0.1458,0.999966
0.0,0.1461,0.9999659
0.0,0.1462,0.9999658
0.0,0.1464,0.99996567
0.0,0.1465,0.99996555
0.0,0.1468,0.9999653
0.0,0.147,0.99996495
0.0,0.1473,0.9999646
0.0,0.1475,0.9999645
0.0,0.1476,0.99996436
0.0,0.1482,0.9999641
0.0,0.1488,0.9999639
0.0,0.149,0.99996376
0.0,0.1493,0.99996364
0.0,0.1497,0.9999634
0.0,0.15,0.9999633
0.0,0.1502,0.99996316
0.0,0.1507,0.99996305
0.0,0.1509,0.9999628
0.0,0.1511,0.9999627
0.0,0.1514,0.99996257
0.0,0.1518,0.99996245
0.0,0.1519,0.99996233
0.0,0.1521,0.9999622
0.0,0.1523,0.999962
0.0,0.1526,0.99996185
0.0,0.1527,0.99996173
0.0,0.153,0.9999615
0.0,0.1532,0.9999614
0.0,0.1535,0.99996126
0.0,0.1537,0.999961
0.0,0.1541,0.9999609
0.0,0.1544,0.9999608
0.0,0.1548,0.99996054
0.0,0.1551,0.9999604
0.0,0.1555,0.9999602
0.0,0.1556,0.99996006
0.0,0.1559,0.99995995
0.0,0.1563,0.9999597
0.0,0.1564,0.9999596
0.0,0.1567,0.99995935
0.0,0.1571,0.9999591
0.0,0.1573,0.999959
0.0,0.1582,0.99995863
0.0,0.1585,0.99995816
0.0,0.1587,0.99995804
0.0,0.1591,0.9999578
0.0,0.1592,0.9999577
0.0,0.1596,0.99995744
0.0,0.1598,0.9999572
0.0,0.1601,0.9999571
0.0,0.1607,0.9999566
0.0,0.1612,0.9999565
0.0,0.1615,0.99995637
0.0,0.1617,0.99995625
0.0,0.1621,0.99995613
0.0,0.1624,0.9999558
0.0,0.1628,0.99995565
0.0,0.1629,0.99995553
0.0,0.1633,0.9999554
0.0,0.1636,0.9999553
0.0,0.1638,0.99995506
0.0,0.164,0.9999548
0.0,0.1641,0.9999547
0.0,0.1644,0.9999546
0.0,0.1645,0.99995434
0.0,0.1647,0.9999541
0.0,0.1651,0.999954
0.0,0.1654,0.99995387
0.0,0.1658,0.99995375
0.0,0.166,0.9999536
0.0,0.1663,0.9999535
0.0,0.1664,0.9999534
0.0,0.1666,0.99995327
0.0,0.1672,0.99995315
0.0,0.1676,0.9999528
0.0,0.1679,0.9999527
0.0,0.1681,0.99995255
0.0,0.1685,0.99995244
0.0,0.1687,0.9999523
0.0,0.169,0.9999522
0.0,0.1694,0.9999521
0.0,0.1698,0.99995184
0.0,0.1701,0.9999516
0.0,0.1702,0.9999515
0.0,0.1706,0.99995136
0.0,0.1708,0.99995124
0.0,0.1711,0.9999509
0.0,0.1713,0.99995077
0.0,0.1715,0.9999504
0.0,0.1719,0.9999503
0.0,0.1721,0.9999498
0.0,0.1724,0.9999497
0.0,0.1726,0.99994946
0.0,0.1729,0.99994934
0.0,0.1731,0.9999491
0.0,0.1734,0.99994874
0.0,0.1735,0.9999486
0.0,0.1737,0.9999484
0.0,0.1738,0.99994826
0.0,0.174,0.99994814
0.0,0.1742,0.9999479
0.0,0.1746,0.99994767
0.0,0.1749,0.9999474
0.0,0.1755,0.9999472
0.0,0.1757,0.9999471
0.0,0.176,0.99994695
0.0,0.1764,0.9999467
0.0,0.1768,0.9999466
0.0,0.1769,0.9999465
0.0,0.1775,0.9999461
0.0,0.1777,0.999946
0.0,0.178,0.9999459
0.0,0.1782,0.99994576
0.0,0.1785,0.9999455
0.0,0.1787,0.99994516
0.0,0.1789,0.9999449
0.0,0.1791,0.9999447
0.0,0.1794,0.99994457
0.0,0.1795,0.99994445
0.0,0.1798,0.9999443
0.0,0.18,0.9999441
0.0,0.1804,0.99994385
0.0,0.1807,0.9999435
0.0,0.1808,0.9999434
0.0,0.1811,0.99994326
0.0,0.1813,0.999943
0.0,0.1816,0.9999429
0.0,0.1817,0.9999428
0.0,0.1819,0.99994266
0.0,0.1823,0.99994254
0.0,0.1825,0.9999422
0.0,0.183,0.99994206
0.0,0.1832,0.99994195
0.0,0.1835,0.9999417
0.0,0.1837,0.99994135
0.0,0.1841,0.9999409
0.0,0.1842,0.99994075
0.0,0.1844,0.99994063
0.0,0.1845,0.9999404
0.0,0.1851,0.99994016
0.0,0.1852,0.9999399
0.0,0.1854,0.99993956
0.0,0.1856,0.9999393
0.0,0.186,0.9999391
0.0,0.1861,0.99993896
0.0,0.1863,0.99993885
0.0,0.1872,0.9999373
0.0,0.1875,0.9999372
0.0,0.1877,0.99993706
0.0,0.188,0.99993694
0.0,0.1883,0.9999366
0.0,0.1885,0.99993646
0.0,0.189,0.99993634
0.0,0.1893,0.99993587
0.0,0.1896,0.99993575
0.0,0.1897,0.9999355
0.0,0.19,0.99993515
0.0,0.1902,0.99993503
0.0,0.1905,0.9999349
0.0,0.1909,0.9999347
0.0,0.1911,0.99993443
0.0,0.1912,0.9999343
0.0,0.1916,0.9999342
0.0,0.1919,0.9999337
0.0,0.1921,0.9999336
0.0,0.1926,0.999933
0.0,0.1932,0.9999323
0.0,0.1937,0.99993205
