epoch,train_loss,train_acc,val_loss,val_acc
1,0.214711,0.912044,0.174089,0.928500
2,0.178443,0.930156,0.172914,0.931000
3,0.168633,0.934122,0.182103,0.930200
4,0.163081,0.937311,0.165579,0.935900
5,0.166072,0.935956,0.177946,0.931500
6,0.164624,0.936500,0.275252,0.896300
7,0.160548,0.938133,0.168970,0.932400
8,0.164896,0.936678,0.183218,0.928300
9,0.163385,0.937044,0.171062,0.936300
