epoch,train_loss,train_acc,val_loss,val_acc
1,0.186740,0.926467,0.154707,0.941200
2,0.146452,0.944378,0.145880,0.943200
3,0.140231,0.946144,0.146618,0.941800
4,0.137768,0.947644,0.142769,0.945700
5,0.136801,0.948211,0.147722,0.942800
6,0.136162,0.948633,0.140538,0.946200
7,0.135545,0.949033,0.140649,0.944600
8,0.135121,0.949078,0.145521,0.944400
9,0.134863,0.949611,0.141346,0.946700
10,0.135372,0.948956,0.142245,0.945900
11,0.135012,0.948522,0.162021,0.936900
