fpr,tpr,threshold
0.0,0.0,inf
0.0,0.0001,0.9999982
0.0,0.0004,0.99999547
0.0,0.0006,0.99999523
0.0,0.0019,0.9999895
0.0,0.0022,0.99998915
0.0,0.0023,0.9999888
0.0,0.0025,0.9999883
0.0,0.0046,0.99998236
0.0,0.0048,0.9999821
0.0,0.0052,0.99998
0.0,0.0056,0.99997866
0.0,0.0058,0.99997807
0.0,0.006,0.9999777
0.0,0.0074,0.99996996
0.0,0.0076,0.99996924
0.0,0.0085,0.99996424
0.0,0.0087,0.9999635
0.0,0.0095,0.9999609
0.0,0.0097,0.9999603
0.0,0.01,0.99995923
0.0,0.0103,0.999959
0.0,0.0105,0.9999583
0.0,0.0113,0.99995494
0.0,0.0116,0.9999547
0.0,0.0119,0.9999522
0.0,0.0125,0.9999515
0.0,0.0131,0.9999486
0.0,0.0134,0.999948
0.0,0.0158,0.9999347
0.0,0.016,0.99993443
0.0,0.0166,0.9999317
0.0,0.0168,0.9999311
0.0,0.0173,0.9999268
0.0,0.0175,0.999926
0.0,0.0178,0.9999244
0.0,0.018,0.99992406
0.0,0.0188,0.99992096
0.0,0.0192,0.99992037
0.0,0.0201,0.9999136
0.0,0.0203,0.99991214
0.0,0.0204,0.9999114
0.0,0.0206,0.99991107
0.0,0.0211,0.99990773
0.0,0.0213,0.9999062
0.0,0.0228,0.999899
0.0,0.023,0.9998988
0.0,0.027,0.99987626
0.0,0.0272,0.99987507
0.0,0.0293,0.9998573
0.0,0.0295,0.99985695
0.0,0.0302,0.9998518
0.0,0.0306,0.9998503
0.0,0.0318,0.999843
0.0,0.032,0.9998417
0.0,0.0324,0.99983835
0.0,0.0326,0.9998361
0.0,0.0334,0.99983275
0.0,0.0336,0.99983144
0.0,0.034,0.9998294
0.0,0.0342,0.99982905
0.0,0.0355,0.9998221
0.0,0.0357,0.99982184
0.0,0.0399,0.99979585
0.0,0.0401,0.99979454
0.0,0.0418,0.99978215
0.0,0.042,0.9997819
0.0,0.0421,0.9997818
0.0,0.0423,0.99977976
0.0,0.0432,0.9997749
0.0,0.0434,0.9997743
0.0,0.0437,0.9997738
0.0,0.0444,0.99976796
0.0,0.0446,0.99976724
0.0,0.0461,0.99975973
0.0,0.0463,0.9997588
0.0,0.0465,0.9997569
0.0,0.0467,0.99975675
0.0,0.0471,0.99975306
0.0,0.0475,0.999752
0.0,0.0483,0.99974614
0.0,0.0485,0.99974555
0.0,0.0527,0.9997191
0.0,0.0529,0.99971765
0.0,0.0539,0.99971086
0.0,0.0541,0.99970967
0.0,0.0565,0.99969554
0.0,0.0567,0.9996954
0.0,0.057,0.9996939
0.0,0.0573,0.99969256
0.0,0.0593,0.9996773
0.0,0.0595,0.99967515
0.0,0.0604,0.99966633
0.0,0.0606,0.99966466
0.0,0.061,0.9996636
0.0,0.0612,0.9996631
0.0,0.0614,0.9996625
0.0,0.0616,0.9996624
0.0,0.064,0.99964154
0.0,0.0642,0.99964094
0.0,0.0657,0.9996275
0.0,0.0659,0.99962556
0.0,0.0666,0.9996222
0.0,0.0668,0.9996216
0.0,0.0679,0.99961
0.0,0.0681,0.99960953
0.0,0.0686,0.9996032
0.0,0.0688,0.999603
0.0,0.0696,0.99959797
0.0,0.0698,0.9995957
0.0,0.0738,0.9995639
0.0,0.0742,0.99956125
0.0,0.075,0.9995554
0.0,0.0752,0.9995548
0.0,0.0769,0.99953794
0.0,0.0771,0.9995376
0.0,0.0798,0.9995153
0.0,0.08,0.99951494
0.0,0.0801,0.99951303
0.0,0.0803,0.999511
0.0,0.0808,0.99950624
0.0,0.081,0.9995061
0.0,0.0815,0.9995009
0.0,0.0817,0.9995005
0.0,0.0829,0.99948967
0.0,0.0831,0.9994892
0.0,0.0861,0.999464
0.0,0.0863,0.9994629
0.0,0.0882,0.999448
0.0,0.0884,0.9994479
0.0,0.0885,0.99944776
0.0,0.0887,0.9994467
0.0,0.0888,0.9994466
0.0,0.089,0.9994456
0.0,0.0936,0.99939525
0.0,0.094,0.9993925
0.0,0.0941,0.99938846
0.0,0.0943,0.99938774
0.0,0.0946,0.9993857
0.0,0.0948,0.9993843
0.0,0.0984,0.9993538
0.0,0.0986,0.99935347
0.0,0.0989,0.99935037
0.0,0.0991,0.99934965
0.0,0.1,0.999343
0.0,0.1002,0.9993426
0.0,0.1017,0.99932444
0.0,0.1019,0.9993242
0.0,0.1053,0.99929
0.0,0.1055,0.9992884
0.0,0.1067,0.99926883
0.0,0.1069,0.99926585
0.0,0.1081,0.9992455
0.0,0.1083,0.9992418
0.0,0.1098,0.99922824
0.0,0.11,0.9992279
0.0,0.1139,0.9991775
0.0,0.1141,0.99917644
0.0,0.1152,0.99916327
0.0,0.1154,0.99916303
0.0,0.1158,0.99916005
0.0,0.116,0.9991596
0.0,0.1184,0.99913776
0.0,0.1186,0.99913675
0.0,0.1225,0.9991026
0.0,0.1227,0.99910057
0.0,0.1242,0.99907935
0.0,0.1244,0.9990765
0.0,0.1258,0.99906236
0.0,0.126,0.9990606
0.0,0.1263,0.99905413
0.0,0.1265,0.9990533
0.0,0.1269,0.99904877
0.0,0.1271,0.99904543
0.0,0.1289,0.9990127
0.0,0.1291,0.9990114
0.0,0.1306,0.9989976
0.0,0.1308,0.99899536
0.0,0.134,0.9989563
0.0,0.1342,0.99895346
0.0,0.1358,0.9989328
0.0,0.136,0.99893194
0.0,0.1364,0.9989255
0.0,0.1366,0.9989231
0.0,0.1397,0.99886286
0.0,0.1399,0.99885905
0.0,0.141,0.9988356
0.0,0.1412,0.9988348
0.0,0.1419,0.9988298
0.0,0.1421,0.99882287
0.0,0.1444,0.99878806
0.0,0.1446,0.99878794
0.0,0.1532,0.9986712
0.0,0.1534,0.9986682
0.0,0.1632,0.9985049
0.0,0.1636,0.9985026
0.0,0.164,0.99849844
0.0,0.1642,0.9984968
0.0,0.171,0.99838233
0.0,0.1712,0.998379
0.0,0.1747,0.9983182
0.0,0.1749,0.9983177
0.0,0.1791,0.998247
0.0,0.1793,0.9982436
0.0,0.182,0.9981865
0.0,0.1822,0.99818534
0.0,0.1852,0.9981211
0.0,0.1854,0.99811906
0.0,0.1861,0.9981098
0.0,0.1863,0.9981092
0.0,0.1872,0.99808586
0.0,0.1874,0.99808526
0.0,0.1894,0.99805355
0.0,0.1896,0.99805295
0.0,0.1917,0.99800736
0.0,0.1919,0.9980059
0.0,0.1924,0.99799573
0.0,0.1926,0.9979944
0.0,0.1936,0.99798137
0.0,0.1938,0.99798054
0.0,0.2034,0.9977843
0.0,0.2036,0.99778396
0.0,0.2144,0.99754435
0.0,0.2146,0.99753714
0.0,0.217,0.99748874
0.0,0.2172,0.9974866
0.0,0.2181,0.9974607
0.0,0.2183,0.99746007
0.0,0.2197,0.99743253
0.0,0.22,0.997421
0.0,0.2298,0.9971825
0.0,0.23,0.9971818
0.0,0.2321,0.99711275
0.0,0.2323,0.9971113
0.0,0.2333,0.99709857
0.0,0.2335,0.99709713
0.0,0.2348,0.9970601
0.0,0.235,0.99706
0.0,0.2361,0.99703085
0.0,0.2363,0.99702877
0.0,0.2419,0.996894
0.0,0.2421,0.99689364
0.0,0.2435,0.99684274
0.0,0.2437,0.9968419
0.0,0.2535,0.9965681
0.0,0.2537,0.9965634
0.0,0.2539,0.99655944
0.0,0.2541,0.99655485
0.0,0.258,0.99646336
0.0,0.2582,0.9964619
0.0,0.265,0.99625576
